category,total,percentage
4_medical,52684439.19771775,0.9677515072477213
6_industrial_products_and_services,1412619.026390625,0.025948158749985444
5_transportation_and_logistics,323214.19,0.005937066509571981
NA,19776.3,3.6326749272130773e-4
