d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,22055.90,20994.19
1_facilities_and_construction,2022-2023,27371.46,24496.69
11_defence,2017-2018,13940.30,14338.41
11_defence,2018-2019,1131536.88,1145880.13
11_defence,2019-2020,5203743.75,5158327.21
11_defence,2020-2021,1552719.03,1475180.05
11_defence,2021-2022,49844.46,46397.36
11_defence,2022-2023,1439861.68,1284062.25
6_industrial_products_and_services,2018-2019,18296.76,18717.47
6_industrial_products_and_services,2019-2020,43117.66,42133.49
6_industrial_products_and_services,2020-2021,67013.02,64023.91
6_industrial_products_and_services,2021-2022,43222.84,40017.56
6_industrial_products_and_services,2022-2023,35710.05,31784.71
