d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,730411.62,749054.86
1_facilities_and_construction,2018-2019,71588.76,72215.00
1_facilities_and_construction,2021-2022,3659241.99,1612773.80
10_office_management,2017-2018,310276.36,315943.04
10_office_management,2018-2019,85575.25,86550.57
10_office_management,2019-2020,541378.02,541000.24
10_office_management,2020-2021,10724765.73,10376980.51
10_office_management,2021-2022,3138135.04,1079423.09
2_professional_services,2018-2019,40149.18,40668.17
5_transportation_and_logistics,2018-2019,75138.77,75865.92
5_transportation_and_logistics,2019-2020,704502.47,699203.39
5_transportation_and_logistics,2020-2021,32110.50,30966.73
5_transportation_and_logistics,2021-2022,75467.86,64839.12
6_industrial_products_and_services,2017-2018,1305745.28,1332844.16
6_industrial_products_and_services,2018-2019,3260878.65,3309015.67
6_industrial_products_and_services,2019-2020,7738226.21,7724003.24
6_industrial_products_and_services,2020-2021,18942040.42,18014728.53
6_industrial_products_and_services,2021-2022,9917193.97,2833704.89
