d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,4595.77
1_facilities_and_construction,2018-2019,49502.10
1_facilities_and_construction,2019-2020,39358.41
1_facilities_and_construction,2020-2021,52210.14
10_office_management,2017-2018,7960870.52
10_office_management,2018-2019,8698923.99
10_office_management,2019-2020,9268295.67
10_office_management,2020-2021,7921379.08
11_defence,2017-2018,74859.89
11_defence,2018-2019,74648.91
11_defence,2019-2020,139521.88
11_defence,2020-2021,669640.05
2_professional_services,2017-2018,31320.26
2_professional_services,2018-2019,2445.26
2_professional_services,2019-2020,817.32
3_information_technology,2017-2018,6604967.78
3_information_technology,2018-2019,8842917.02
3_information_technology,2019-2020,9048356.18
3_information_technology,2020-2021,8196744.24
6_industrial_products_and_services,2017-2018,12894.10
6_industrial_products_and_services,2018-2019,22549.18
6_industrial_products_and_services,2019-2020,2679.85
9_human_capital,2019-2020,3408.18
9_human_capital,2020-2021,4641.74
NA,2017-2018,6071.08
NA,2018-2019,6071.08
NA,2019-2020,1014.62
