d_fiscal_year,total,total_constant_2019_dollars
2017-2018,15051824.62,15441043.49
2018-2019,17958978.73,18235354.58
2019-2020,18713163.67,18555440.51
2020-2021,16911120.90,16081731.71
2021-2022,13570265.81,12635602.60
