owner_org,d_fiscal_year,total
aafc-aac,2018-2019,31824.545232558143
aafc-aac,2019-2020,23133.50476744186
aandc-aadnc,2019-2020,173314.94
aandc-aadnc,2020-2021,305723.10000000003
cer-rec,2020-2021,12657.534246575344
csa-asc,2017-2018,16341.014650283554
csc-scc,2019-2020,26428.08
csc-scc,2020-2021,16810.49
dfo-mpo,2017-2018,390958.8293165421
dfo-mpo,2018-2019,955756.0563497959
dfo-mpo,2019-2020,262969.43879316887
dfo-mpo,2020-2021,1152853.8171519728
dnd-mdn,2017-2018,1663031.6299069328
dnd-mdn,2018-2019,1792148.80802874
dnd-mdn,2019-2020,1040983.3230317164
dnd-mdn,2020-2021,2618252.9000922125
ec,2020-2021,10235.739957716702
nrc-cnrc,2020-2021,0
nrcan-rncan,2018-2019,0
nrcan-rncan,2019-2020,29622.47
nrcan-rncan,2020-2021,39352.37
pc,2017-2018,242410.06274608447
pc,2018-2019,56676.10934693877
pc,2019-2020,9033.341347517731
pc,2020-2021,486784.57454034005
pwgsc-tpsgc,2017-2018,15194473.412784528
pwgsc-tpsgc,2018-2019,12287914.798167525
pwgsc-tpsgc,2019-2020,22806444.584188435
pwgsc-tpsgc,2020-2021,7275843.637466047
