d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2346897.11,2407223.54
1_facilities_and_construction,2018-2019,2478395.05,2518177.43
1_facilities_and_construction,2019-2020,8452107.39,8374509.37
1_facilities_and_construction,2020-2021,4418733.99,4210419.55
1_facilities_and_construction,2021-2022,4427740.16,2963295.63
11_defence,2017-2018,49459.55,50744.76
11_defence,2018-2019,33044.67,33607.38
2_professional_services,2017-2018,15110858.28,15493798.44
2_professional_services,2018-2019,12598835.83,12782212.98
2_professional_services,2019-2020,15839309.57,15670060.88
2_professional_services,2020-2021,7395504.37,7026265.71
2_professional_services,2021-2022,7135847.04,5104077.89
3_information_technology,2021-2022,0.00,0.00
5_transportation_and_logistics,2018-2019,14044.77,14225.70
5_transportation_and_logistics,2019-2020,80512.72,79462.84
5_transportation_and_logistics,2020-2021,104275.81,99242.78
