d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2346897.110956246
1_facilities_and_construction,2018-2019,2478395.048097101
1_facilities_and_construction,2019-2020,8452107.394760612
1_facilities_and_construction,2020-2021,4418733.985989942
11_defence,2017-2018,49459.55437332815
11_defence,2018-2019,33044.66727438469
2_professional_services,2017-2018,15110858.284074796
2_professional_services,2018-2019,12598835.831754072
2_professional_services,2019-2020,15839309.56536767
2_professional_services,2020-2021,7395504.369464922
5_transportation_and_logistics,2018-2019,14044.77
5_transportation_and_logistics,2019-2020,80512.722
5_transportation_and_logistics,2020-2021,104275.80799999999
