d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,394185.00,361201.25
1_facilities_and_construction,2022-2023,54556.40,48438.33
2_professional_services,2017-2018,23073.46,23732.41
2_professional_services,2018-2019,23073.46,23689.45
2_professional_services,2019-2020,326518.85,323059.30
2_professional_services,2020-2021,234961.20,224298.68
2_professional_services,2022-2023,617744.58,552773.26
3_information_technology,2020-2021,123038.07,116698.56
3_information_technology,2021-2022,46461.93,43999.21
3_information_technology,2022-2023,221746.17,196782.61
6_industrial_products_and_services,2021-2022,265012.01,242935.04
6_industrial_products_and_services,2022-2023,306554.44,275892.02
