owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2019-2020,141563.77,138538.42
aandc-aadnc,2020-2021,461346.23,439835.71
cas-satj,2019-2020,24862.76,24566.31
cas-satj,2020-2021,33120.10,31575.85
cas-satj,2021-2022,24953.50,23566.85
cbsa-asfc,2020-2021,41527.50,39597.59
cfia-acia,2018-2019,86416.76,87208.34
cfia-acia,2021-2022,29737.08,27665.75
chrc-ccdp,2019-2020,38127.34,37543.09
chrc-ccdp,2020-2021,66906.16,63786.62
csa-asc,2017-2018,141147.44,145473.50
csa-asc,2018-2019,106343.96,108627.18
dfatd-maecd,2018-2019,78467.20,80225.30
dfatd-maecd,2020-2021,147933.67,140306.48
dfatd-maecd,2021-2022,236174.81,225029.36
dnd-mdn,2017-2018,8497.63,8731.80
dnd-mdn,2018-2019,238587.38,242948.51
dnd-mdn,2019-2020,217817.97,214563.55
dnd-mdn,2020-2021,238741.69,227521.28
dnd-mdn,2021-2022,323752.25,302642.48
ec,2019-2020,98901.39,97985.74
ec,2020-2021,109060.45,103975.45
ec,2021-2022,109060.45,102054.52
fcac-acfc,2017-2018,35340.51,36326.95
fcac-acfc,2018-2019,55059.49,56318.70
isc-sac,2019-2020,118098.11,115574.24
isc-sac,2020-2021,392301.02,373973.14
isc-sac,2021-2022,450998.09,422026.44
jus,2018-2019,22005.82,22418.32
jus,2019-2020,96615.00,95065.61
pc,2018-2019,90117.50,91712.64
pc,2020-2021,42601.00,40946.33
ps-sp,2018-2019,50760.24,51555.92
ps-sp,2019-2020,69843.04,69282.54
pwgsc-tpsgc,2017-2018,285854.70,294712.86
pwgsc-tpsgc,2018-2019,91930.70,93545.57
pwgsc-tpsgc,2019-2020,17628.00,17273.37
pwgsc-tpsgc,2020-2021,14238.00,13503.91
pwgsc-tpsgc,2021-2022,23887.50,22277.63
