d_fiscal_year,total,total_constant_2019_dollars
2017-2018,604279.84,622294.64
2018-2019,547506.79,556679.06
2019-2020,642378.69,635811.92
2020-2021,1820456.49,1731297.63
2021-2022,2237869.75,2073359.29
2022-2023,2453130.08,2195418.17
