d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,19598.780000000002
10_office_management,2017-2018,77633.72
10_office_management,2018-2019,62626.05843921139
10_office_management,2019-2020,194723.28810514786
10_office_management,2020-2021,108981.90297371303
2_professional_services,2017-2018,1439111.6386240406
2_professional_services,2018-2019,986401.9701766844
2_professional_services,2019-2020,1303477.3105625343
2_professional_services,2020-2021,1216816.6895190405
3_information_technology,2017-2018,975868.0222591104
3_information_technology,2018-2019,1572289.2612769925
3_information_technology,2019-2020,1749249.4465955836
3_information_technology,2020-2021,963201.2209296423
5_transportation_and_logistics,2017-2018,32084.85
6_industrial_products_and_services,2020-2021,12011.070000000002
8_security_and_protection,2017-2018,23228.64
8_security_and_protection,2018-2019,26388.07
8_security_and_protection,2019-2020,27028.89
8_security_and_protection,2020-2021,27035.1
9_human_capital,2017-2018,137650.9279150896
9_human_capital,2018-2019,60555.88103030303
9_human_capital,2019-2020,27719.168969696973
9_human_capital,2020-2021,19884.18351304945
