d_vendor_name,overall_total
NISHA TECHONOLOGIES,1848005.60
SAMSON ASSOCIES,1526511.99
EXCEL HUMAN RESOURCES,1160043.73
RAYMOND CHABOT GRANT THORNTON,893895.81
AVI SPL,849602.17
TEKSYSTEMS CANADA,693992.45
INFO TECH RESEARCH GROUP,684600.17
MICROSOFT CANADA,616816.88
ALTIS HUMAN RESOURCES,480133.23
ADGA GROUP,321654.06
QMR,319894.83
SOFTCHOICE,316744.93
PURESPIRIT SOLUTIONS,225805.35
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,201444.53
NEWFOUND RECRUITING,198377.74
RICOH,197748.96
INSA,161090.68
BLACKBERRY,146461.72
SRA STAFFING SOLUTIONS,139995.70
OPENTEXT,138842.29
ENVIRONICS RESEARCH GROUP,136173.93
TURTLE ISLAND STAFFING,111437.91
LEAN AGILITY,104694.85
"NAVPOINT CONSULTING GROUP",90315.25
ADVANCED BUSINESS INTERIORS,89604.46
WORKDYNAMICS TECHNOLOGIES,89193.65
ASOKAN BUSINESS INTERIORS,85115.98
PROTAK CONSULTING GROUP,67274.78
CISION CANADA,63112.33
GARTNER,61291.20
PRA,54211.83
MAXSYS STAFFING AND CONSULTING,47541.01
HUMANSCALE CANADA,47529.37
BELL CANADA,43193.34
DELL COMPUTER,41064.47
TEKNION,40671.17
PRICEWATERHOUSE COOPERS,39091.15
TOTEM OFFISOURCE,37563.46
NEWS CANADA,37064.00
THALES,36308.64
GLOBAL UPHOLSTERY,35152.92
FORD MOTOR COMPANY,32084.85
GOSS GILROY,30069.38
GENESIS INTEGRATION,28382.30
OPEN STORAGE SOLUTIONS,24514.96
MDOS CONSULTING,24144.75
VERSACOM,22995.00
UNIVERSITY OF OTTAWA,20695.50
QUORUS CONSULTING GROUP,19012.25
GROUPE ONSCOPE,18396.00
COMNET NETWORKS AND SECURITY,16525.56
PROCOM CONSULTANTS,13797.00
FOX TRANSLATIONS,11497.50
"NATIONS TRANSLATION GROUP",11497.50
R E GILMORE INVESTMENTS,10002.83
UBIQUS CANADA,0.00
