d_vendor_name,overall_total
NISHA TECHONOLOGIES,1119189.6317351598
SAMSON ASSOCIATES CPA CONSULTING,729865.2474657533
RAYMOND CHABOT GRANT THORNTON,728778.8402708796
TEKSYSTEMS CANADA,718908.95
AVI SPL CANADA,572386.0320405989
SAMSON ASSOCIES CPA CONSULTATIONS,570964.7408558389
INFO TECH RESEARCH GROUP,367252.1378082192
MICROSOFT CANADA,310324.9858584278
"NATTIQ ADGA GROUP CONSULTANTS INC IN JOINT VENTURE",282175.3926760563
EXCEL HUMAN RESOURCES,271663.2534306569
QMR,259066.95167461623
PURESPIRIT SOLUTIONS,225805.35
SOFTCHOICE,225636.11385239256
ALTIS HUMAN RESOURCES,199006.45630136985
NEWFOUND RECRUITING,198377.74000000002
SAMSON ASSOCIES CPA CONSULTING,190487.63694545452
SRA STAFFING SOLUTIONS,139995.7
OPENTEXT,138842.29
BGIS,135290.55
RICOH,125212.59951807228
TURTLE ISLAND STAFFING,111437.91352941177
LEAN AGILITY,104694.85
INSA,103189.69230136985
CMG OFFICE INTERIORS,99597.23000000001
"NAVPOINT CONSULTING GROUP",90315.25000000001
WORKDYNAMICS TECHNOLOGIES,89193.65000000001
ASOKAN BUSINESS INTERIORS,85115.98
BOYDEN OTTAWA,79453.5264908257
SAMSON ASSOCIES CPA CONSULTATION,75969.73999999999
BLACKBERRY,74427.91
C B Z,73895.62142757661
CRESTRON CANADA C O AVI SPL,69729.53
GARTNER,61291.2
NVISION INSIGHT,54091.41
EDGAR,52888.5
FRANCOIS MARINIER,52888.5
FREEMAN AUDIO VISUAL,50878.36
LAW OFFICE OF PEARL ELIADIS,48777.87
MAXSYS STAFFING CONSULTING,47541.01
S A G E CONSULTING,44817.61006289308
NICOLAS M ROULEAU SOCIETE PROFESSIONNELLE,44421.061861174676
MICHEL ROBICHAUD,43028.689999999995
MCCABE PROMOTIONAL ADVERTISING,41585.32000000001
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,41390.979999999996
DELL COMPUTER,41064.47
THE TRI GROUP,40770.14
BOYDEN,40680
TEKNION,40671.170000000006
PRA,40477.5
KAMELEONS CIE SOLUTIONS DESIGN,39953.82
CORASADIE CONSULTING,39663
CRESTVIEW STRATEGY,39290
PRICEWATERHOUSE COOPERS,39091.15
POLYCOM,37755.51
NICOLAS SABOURIN,37711.17
KMOTIONS GROUPE CONSEIL EN RH,37489.04
NEWS CANADA,37064
CONVERSART CONSULTING,36949.8
THEMIS MULTIFACTUM,36846.94
GUILLAUME DESCHENES THERIAULT,35218.75
JEAN FRANCOIS LACHAPPELLE,35193.850000000006
ERGOWORKS CANADA,33966.219999999994
LISE D LABELLE,33201.57426273458
FORD MOTOR COMPANY,32084.85
IAN ROSS,31500
GOSS GILROY,30069.38
EDUCALOI,29893.5
EN CLAIR SERVICE CONSEIL,29818.77
GENESIS INTEGRATION,28382.299166666668
PAR,25830
AMANDA MILLS,24975
HUGUES THEORET,24855
LES CONSULTATIONS JULAUX CONSULTANTS,24840
LISE CLOUTIER,24836.599999999995
LIONEL A LEVERT,24834.6
POSSIBLE IMPOSSIBLE ETC,24834.6
INSTITUT CANADIEN DE RECHERCHE SUR LES MINORITES LINGUISTIQUES,24767.49
JEDWEB,24662.14
OPEN STORAGE SOLUTIONS,24514.960000000003
BMB CONSULTING SERVICES,24408
PARRIAGGROUP,24323.25
INGRIDE ROY,24144.75
MDOS CONSULTING,24144.75
ADR EDUCATION,23656.55
DEMENAGEMENT SELECT,22995
LES SERVICES LINGUISTIQUES VERSACOM,22995
6564437 CANADA SOCIUS RECHERCHE ET CONSEILS,22765.05
ADVANCED BUSINESS INTERIORS,22530.5
KORN FERRY,22274.56
SOCIETE PROFESSIONNELLE MICHEL BASTARACHE,21919.431070140283
CANADIAN PARENTS FOR FRENCH,21750
LANDRY MICRO SOLUTIONS,21735
UNIVERSITE D OTTAWA,20695.5
VURTUR COMMUNICATIONS GROUP,20695.5
4IMPRINT,20317.22
MARY FRANCOLI PHD,20000
CORPORATE RESEARCH ASSOCIATES,19915
"NARRATIVE RESEARCH",19722
JPOCOCK RESEARCH CONSULTANT,19541.5
QUORUS CONSULTING GROUP,19012.25
