d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,457576.54,471261.11
it_consulting_services,2018-2019,649778.69,661723.54
it_consulting_services,2019-2020,552049.70,548086.51
it_consulting_services,2020-2021,780735.90,742860.79
it_consulting_services,2021-2022,701167.10,652084.87
it_consulting_services,2022-2023,593871.32,530615.84
it_devices_equipment,2017-2018,244996.68,252212.60
it_devices_equipment,2018-2019,254070.06,257332.39
it_devices_equipment,2019-2020,885050.30,885800.38
it_devices_equipment,2020-2021,41064.47,38994.56
it_devices_equipment,2021-2022,89903.51,81504.56
it_devices_equipment,2022-2023,663911.65,591421.65
it_other,2017-2018,199316.14,205570.88
it_other,2018-2019,418722.03,422997.80
it_other,2019-2020,167157.85,163935.89
it_other,2020-2021,12260.47,11677.82
it_other,2021-2022,183312.82,168348.59
it_other,2022-2023,151315.10,135078.03
it_software_licensing,2017-2018,128580.49,132501.87
it_software_licensing,2018-2019,304494.45,309476.18
it_software_licensing,2019-2020,197866.47,196569.34
it_software_licensing,2020-2021,239147.05,227129.43
it_software_licensing,2021-2022,207985.46,193105.42
it_software_licensing,2022-2023,247677.02,221613.50
