owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,5867855.645887096
dfo-mpo,2018-2019,6654103.824112903
dfo-mpo,2019-2020,3744334.49
dfo-mpo,2020-2021,5142539.693447205
