d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,732760.0373621207
1_facilities_and_construction,2018-2019,228808.27367259937
1_facilities_and_construction,2019-2020,441075.2027464988
1_facilities_and_construction,2020-2021,376833.69669369014
10_office_management,2017-2018,8792.441717791411
10_office_management,2020-2021,29864.54
11_defence,2017-2018,3043863.2096943865
11_defence,2018-2019,4184670.1308148983
11_defence,2019-2020,2299376.1470645717
11_defence,2020-2021,2665305.6416702503
3_information_technology,2019-2020,24920.03
5_transportation_and_logistics,2017-2018,109624.46117318436
5_transportation_and_logistics,2018-2019,36261.22882681564
5_transportation_and_logistics,2019-2020,226001.8035017422
5_transportation_and_logistics,2020-2021,60986.57112392629
6_industrial_products_and_services,2017-2018,1493971.72799359
6_industrial_products_and_services,2018-2019,2659853.19273528
6_industrial_products_and_services,2019-2020,1780858.1434085136
6_industrial_products_and_services,2020-2021,2496801.888389206
8_security_and_protection,2017-2018,170636.3
