owner_org,d_fiscal_year,total
cbsa-asfc,2019-2020,64263.1
csps-efpc,2019-2020,24920.03
dfo-mpo,2020-2021,14044.374625668448
dnd-mdn,2017-2018,5431752.913690965
dnd-mdn,2018-2019,7073331.597222778
dnd-mdn,2019-2020,4435369.603219585
dnd-mdn,2020-2021,5030012.430568935
nrc-cnrc,2019-2020,214273.88309523812
nrc-cnrc,2020-2021,2320.446904761905
nrcan-rncan,2020-2021,3615.946184210526
pwgsc-tpsgc,2020-2021,29864.54
rcmp-grc,2017-2018,67383.93425010744
rcmp-grc,2018-2019,36261.22882681564
rcmp-grc,2020-2021,505312.85000000003
tc,2017-2018,60511.33
tc,2019-2020,33404.71040650407
tc,2020-2021,44621.74959349594
