d_fiscal_year,total,total_constant_2019_dollars
2017-2018,5559648.18,5707465.82
2018-2019,7109592.83,7200737.06
2019-2020,4772231.33,4764717.81
2020-2021,5629792.34,5469136.03
2021-2022,5688391.91,3969134.90
