owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2021-2022,1186222.71,1101027.19
dnd-mdn,2022-2023,1292451.61,1156491.12
pwgsc-tpsgc,2019-2020,12500.44,12387.92
