d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,582754.5946755625
1_facilities_and_construction,2018-2019,1814068.6246014049
1_facilities_and_construction,2019-2020,2816940.1109593837
1_facilities_and_construction,2020-2021,986301.7078405721
6_industrial_products_and_services,2018-2019,13492.2
6_industrial_products_and_services,2020-2021,14840.492146596858
