d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,824114.32,822894.65
2_professional_services,2020-2021,1123821.89,1091095.23
2_professional_services,2021-2022,2078128.81,1543521.66
5_transportation_and_logistics,2017-2018,897889.46,919561.07
5_transportation_and_logistics,2018-2019,857035.11,867647.19
5_transportation_and_logistics,2019-2020,373626.63,371915.55
5_transportation_and_logistics,2020-2021,590293.49,572898.58
7_travel,2017-2018,431540.00,443107.65
7_travel,2018-2019,2229999.99,2252136.18
7_travel,2019-2020,205612.00,205504.21
