d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,63000.00,59857.93
0_other,2021-2022,111300.00,86911.31
1_facilities_and_construction,2017-2018,559730.88,574169.69
1_facilities_and_construction,2018-2019,766035.34,776879.46
1_facilities_and_construction,2019-2020,1138340.68,1130429.01
1_facilities_and_construction,2020-2021,342763.52,324622.42
1_facilities_and_construction,2021-2022,336214.81,237811.58
10_office_management,2017-2018,16265.40,16679.73
10_office_management,2018-2019,46129.68,46847.07
10_office_management,2019-2020,181270.91,178145.02
10_office_management,2020-2021,389575.79,368905.30
10_office_management,2021-2022,253543.29,195256.43
11_defence,2017-2018,10982.40,11251.48
11_defence,2019-2020,480432.73,476284.42
11_defence,2020-2021,37231.20,35145.51
11_defence,2021-2022,301604.01,235111.01
2_professional_services,2017-2018,1942702.80,1993033.46
2_professional_services,2018-2019,1811681.54,1840006.43
2_professional_services,2019-2020,2189316.22,2167847.46
2_professional_services,2020-2021,4431636.70,4214438.27
2_professional_services,2021-2022,7416532.82,5715765.95
3_information_technology,2017-2018,42247.39,43342.16
3_information_technology,2018-2019,100130.63,101529.20
3_information_technology,2019-2020,64975.00,64426.68
3_information_technology,2020-2021,33889.82,32228.99
3_information_technology,2021-2022,362287.78,273345.50
4_medical,2018-2019,134500.66,136584.22
5_transportation_and_logistics,2017-2018,122329.83,125497.68
5_transportation_and_logistics,2018-2019,74311.44,75429.49
5_transportation_and_logistics,2019-2020,255769.18,253559.71
5_transportation_and_logistics,2020-2021,160304.48,151818.30
5_transportation_and_logistics,2021-2022,334014.59,261287.80
6_industrial_products_and_services,2017-2018,172937.34,177586.36
6_industrial_products_and_services,2019-2020,65809.86,65118.31
6_industrial_products_and_services,2020-2021,1637869.18,1557064.87
6_industrial_products_and_services,2021-2022,144026.93,107666.43
7_travel,2017-2018,154617.87,158555.74
7_travel,2021-2022,64576.64,0.00
8_security_and_protection,2017-2018,212586195.38,218091559.03
8_security_and_protection,2018-2019,236733946.86,240474780.84
8_security_and_protection,2019-2020,244378597.63,242274096.15
8_security_and_protection,2020-2021,248617327.86,236322689.96
8_security_and_protection,2021-2022,310530427.88,238949739.05
9_human_capital,2020-2021,25001.42,23668.14
9_human_capital,2021-2022,67596.43,52878.30
