owner_org,d_fiscal_year,total
aafc-aac,2017-2018,5706939.76
aafc-aac,2018-2019,4351629.13
aafc-aac,2019-2020,4296085.46
aafc-aac,2020-2021,4431645.07
aandc-aadnc,2017-2018,618180.17
aandc-aadnc,2018-2019,32696.13
aandc-aadnc,2019-2020,263955.73
aandc-aadnc,2020-2021,60991.19
acoa-apeca,2017-2018,87033.06
acoa-apeca,2018-2019,116579.11
acoa-apeca,2019-2020,49777.52
atssc-scdata,2017-2018,13546.71
atssc-scdata,2018-2019,38416.56
atssc-scdata,2019-2020,22576.38
atssc-scdata,2020-2021,16950.00
cas-satj,2017-2018,3737718.35
cas-satj,2018-2019,4299022.63
cas-satj,2019-2020,4209206.97
cas-satj,2020-2021,5679038.57
cbsa-asfc,2017-2018,4595660.30
cbsa-asfc,2018-2019,12589322.17
cbsa-asfc,2019-2020,13524536.23
cbsa-asfc,2020-2021,11861982.91
ced-dec,2017-2018,88364.72
ced-dec,2018-2019,97324.49
ced-dec,2019-2020,151431.06
ced-dec,2020-2021,187923.18
cer-rec,2017-2018,163816.55
cer-rec,2018-2019,68557.12
cer-rec,2019-2020,14200.00
cfia-acia,2017-2018,1311000.69
cfia-acia,2018-2019,1464957.84
cfia-acia,2019-2020,1574920.39
cfia-acia,2020-2021,1678035.56
chrc-ccdp,2020-2021,10735.00
cic,2017-2018,4481379.80
cic,2018-2019,5140784.88
cic,2019-2020,6438803.20
cic,2020-2021,11357806.76
cihr-irsc,2017-2018,326966.00
cihr-irsc,2018-2019,361645.00
cihr-irsc,2019-2020,346584.56
cihr-irsc,2020-2021,353644.80
cnsc-ccsn,2017-2018,491973.84
cnsc-ccsn,2018-2019,541956.09
cnsc-ccsn,2019-2020,592495.81
cnsc-ccsn,2020-2021,368894.29
cpc-cpp,2017-2018,67484.33
cpc-cpp,2018-2019,36514.70
cpc-cpp,2019-2020,37764.13
cra-arc,2017-2018,2328787.87
cra-arc,2018-2019,118609.03
cra-arc,2019-2020,147864.01
cra-arc,2020-2021,2730113.35
csa-asc,2017-2018,2332628.56
csa-asc,2018-2019,2272797.01
csa-asc,2019-2020,2394167.59
csa-asc,2020-2021,2427826.59
csc-scc,2017-2018,15458101.79
csc-scc,2018-2019,16714284.96
csc-scc,2019-2020,13808492.22
csc-scc,2020-2021,22351344.41
csps-efpc,2018-2019,11395.62
csps-efpc,2019-2020,10639.38
csps-efpc,2020-2021,11300.00
dfatd-maecd,2017-2018,6343724.82
dfatd-maecd,2018-2019,8679988.38
dfatd-maecd,2019-2020,6816692.75
dfatd-maecd,2020-2021,7683010.31
dfo-mpo,2017-2018,5610271.61
dfo-mpo,2018-2019,7208283.16
dfo-mpo,2019-2020,7622680.34
dfo-mpo,2020-2021,6930262.74
dnd-mdn,2017-2018,24211230.95
dnd-mdn,2018-2019,26264352.57
dnd-mdn,2019-2020,32277685.03
dnd-mdn,2020-2021,25867027.74
ec,2017-2018,3426135.81
ec,2018-2019,533658.44
ec,2019-2020,4048812.75
ec,2020-2021,3823984.86
elections,2017-2018,105110.99
elections,2018-2019,165993.14
elections,2019-2020,515698.30
elections,2020-2021,63236.25
esdc-edsc,2017-2018,7948379.23
esdc-edsc,2018-2019,7717715.53
esdc-edsc,2019-2020,7729385.13
esdc-edsc,2020-2021,22872087.17
feddevontario,2018-2019,41964.76
feddevontario,2019-2020,47931.71
feddevontario,2020-2021,48667.83
fin,2018-2019,21625.49
fintrac-canafe,2017-2018,207710.98
fintrac-canafe,2018-2019,214525.69
fintrac-canafe,2019-2020,217274.20
fintrac-canafe,2020-2021,131499.80
hc-sc,2017-2018,3770688.68
hc-sc,2018-2019,3587763.43
hc-sc,2019-2020,3805342.64
hc-sc,2020-2021,5238154.05
iaac-aeic,2019-2020,15468.34
ic,2017-2018,2789947.88
ic,2018-2019,2909998.54
ic,2019-2020,2897260.00
ic,2020-2021,2616581.44
infc,2017-2018,84599.69
infc,2018-2019,154528.30
infc,2019-2020,220102.48
infc,2020-2021,258535.78
irb-cisr,2019-2020,1609866.31
irb-cisr,2020-2021,2002134.88
isc-sac,2018-2019,51323.86
isc-sac,2020-2021,775780.15
jus,2017-2018,2866624.88
jus,2018-2019,3134874.28
jus,2019-2020,3363020.62
jus,2020-2021,3488855.87
lac-bac,2017-2018,286671.92
lac-bac,2018-2019,40344.48
lac-bac,2019-2020,281506.17
lac-bac,2020-2021,2036258.10
mgerc-ceegm,2017-2018,15211.71
mpcc-cppm,2017-2018,1040.00
mpcc-cppm,2018-2019,33620.63
mpcc-cppm,2019-2020,35078.09
mpcc-cppm,2020-2021,28678.20
nbc-ccbn,2017-2018,555770.00
nbc-ccbn,2018-2019,524014.33
nbc-ccbn,2019-2020,608746.67
nbc-ccbn,2020-2021,568896.00
nrc-cnrc,2017-2018,3683896.34
nrc-cnrc,2018-2019,3508056.16
nrc-cnrc,2019-2020,3733526.76
nrc-cnrc,2020-2021,4181506.27
nrcan-rncan,2017-2018,3488132.83
nrcan-rncan,2018-2019,3810878.61
nrcan-rncan,2019-2020,3722472.69
nrcan-rncan,2020-2021,4161443.81
nserc-crsng,2017-2018,58086.61
nserc-crsng,2018-2019,60144.93
nserc-crsng,2020-2021,137780.18
osfi-bsif,2017-2018,53680.62
osfi-bsif,2018-2019,320629.02
osfi-bsif,2019-2020,159458.68
osfi-bsif,2020-2021,313397.96
pbc-clcc,2018-2019,149327.60
