normalized_vendor_name,original_vendor_name
BRUKER,BRUKER LTD
BRUKER,Bruker
BRUKER,Bruker LTD.
BRUKER,BRUKER LTD.
BRUKER,Bruker Limited
BRUKER,Bruker Ltd
BRUKER,Bruker Ltd.
