d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1744527.46,1799014.03
1_facilities_and_construction,2018-2019,1283439.16,1307616.54
1_facilities_and_construction,2019-2020,944910.95,933754.28
1_facilities_and_construction,2020-2021,1474115.68,1403387.83
1_facilities_and_construction,2021-2022,2106883.20,1955515.11
1_facilities_and_construction,2022-2023,1864269.52,1666867.92
11_defence,2017-2018,1072334.69,1105481.71
11_defence,2018-2019,1072334.69,1092883.99
11_defence,2019-2020,22995.00,22744.40
11_defence,2020-2021,135600.00,128946.27
11_defence,2021-2022,198062.40,180920.09
11_defence,2022-2023,491787.60,440053.60
2_professional_services,2019-2020,62150.00,61818.37
2_professional_services,2020-2021,935845.99,891325.46
2_professional_services,2021-2022,41593.15,39388.51
2_professional_services,2022-2023,93653.68,83110.41
6_industrial_products_and_services,2021-2022,57503.45,52839.10
