d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2453056.493543378
1_facilities_and_construction,2018-2019,2102967.2392953066
1_facilities_and_construction,2019-2020,939065.3357797618
1_facilities_and_construction,2020-2021,1458903.4474881701
11_defence,2017-2018,252806.60524450743
11_defence,2018-2019,252806.60524450743
11_defence,2019-2020,22995
11_defence,2020-2021,135600
2_professional_services,2019-2020,62150
2_professional_services,2020-2021,935845.985106383
