normalized_vendor_name,original_vendor_name
DON SAYWELL DEVELOPMENTS,Don Saywell Developments Ltd
DON SAYWELL DEVELOPMENTS,Don Saywell Developments Ltd.
DON SAYWELL DEVELOPMENTS,Don Saywell Development Ltd
DON SAYWELL DEVELOPMENTS,Don Saywell Developments  Ltd
DON SAYWELL DEVELOPMENTS,Don Saywell developments Ltd
DON SAYWELL DEVELOPMENTS,Don Saywell Developments
DON SAYWELL DEVELOPMENTS,Don Saywell Developments ltd
DON SAYWELL DEVELOPMENTS,Son Saywell Developments Ltd
DON SAYWELL DEVELOPMENTS,Don Saywell Devlopments Ltd
DON SAYWELL DEVELOPMENTS,DON SAYWELL DEVELOPMENT LTD
DON SAYWELL DEVELOPMENTS,Don saywell Cevelopments Ltd
