owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,29493.00,30188.21
aafc-aac,2018-2019,22594.35,22840.46
aafc-aac,2019-2020,39643.79,39050.00
aafc-aac,2020-2021,17759.65,16910.78
aafc-aac,2021-2022,15007.66,13644.97
cfia-acia,2017-2018,399821.12,410181.79
cfia-acia,2018-2019,339537.88,344911.87
cfia-acia,2019-2020,244486.80,242423.58
cfia-acia,2020-2021,553175.46,525429.80
cfia-acia,2021-2022,106586.12,100271.62
dfo-mpo,2017-2018,33250.26,34084.52
dfo-mpo,2018-2019,27165.84,27512.65
dfo-mpo,2019-2020,40791.14,40213.40
dfo-mpo,2020-2021,30484.79,28821.24
dfo-mpo,2021-2022,37426.20,33879.85
dnd-mdn,2017-2018,446467.61,458174.59
dnd-mdn,2018-2019,131150.70,133178.04
dnd-mdn,2019-2020,325979.72,323135.34
dnd-mdn,2020-2021,680950.50,650027.05
dnd-mdn,2021-2022,469730.33,440079.14
ec,2017-2018,167389.02,171511.95
ec,2018-2019,132352.97,133984.03
ec,2019-2020,276032.50,271542.49
ec,2020-2021,92424.31,87378.83
ec,2021-2022,161230.94,147801.51
hc-sc,2017-2018,609991.16,625790.20
hc-sc,2018-2019,110910.97,113173.98
hc-sc,2019-2020,4825.92,4785.19
hc-sc,2020-2021,4812.73,4575.32
hc-sc,2021-2022,1503.15,1419.18
isc-sac,2017-2018,35630.39,36537.24
isc-sac,2018-2019,1909781.24,1938498.51
isc-sac,2019-2020,2104055.95,2086299.87
isc-sac,2020-2021,2098307.16,1994798.26
isc-sac,2021-2022,1770738.18,1644033.01
nrcan-rncan,2017-2018,22773.83,23320.54
nrcan-rncan,2018-2019,141790.81,143217.71
nrcan-rncan,2019-2020,96658.62,95809.31
nrcan-rncan,2020-2021,87074.53,82228.37
nrcan-rncan,2021-2022,86842.21,79549.29
pc,2017-2018,23100.00,23698.60
pc,2018-2019,32744.95,33303.30
pc,2019-2020,60742.36,59525.62
pc,2020-2021,38167.78,36217.81
pc,2021-2022,213654.21,196718.04
pwgsc-tpsgc,2017-2018,100251.35,102767.70
pwgsc-tpsgc,2018-2019,10166.84,10319.69
