d_fiscal_year,total,total_constant_2019_dollars
2017-2018,10680047.56,10954601.23
2018-2019,12356981.00,12514505.56
2019-2020,11846426.10,11821777.21
2020-2021,9075059.26,8907663.05
2021-2022,6498436.85,4629293.41
