d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,7265.93
11_defence,2018-2019,1022078.38
11_defence,2019-2020,1422360.02
11_defence,2020-2021,404167.87
2_professional_services,2017-2018,3156581.08
2_professional_services,2018-2019,4357948.08
2_professional_services,2019-2020,4304074.48
2_professional_services,2020-2021,3781846.88
3_information_technology,2017-2018,7516200.56
3_information_technology,2018-2019,6976954.55
3_information_technology,2019-2020,6119991.60
3_information_technology,2020-2021,4727444.51
6_industrial_products_and_services,2020-2021,161600.00
