owner_org,d_fiscal_year,total
aafc-aac,2017-2018,628074.509002448
aafc-aac,2018-2019,670134.4490514075
aafc-aac,2019-2020,671970.4338433292
aafc-aac,2020-2021,670134.4490514075
aandc-aadnc,2017-2018,291814.1551686747
aandc-aadnc,2018-2019,371723.0128313253
aandc-aadnc,2019-2020,158847.94199999998
cbsa-asfc,2017-2018,96917.61951219513
cbsa-asfc,2018-2019,267991.9024390244
cbsa-asfc,2019-2020,268726.1268292683
cbsa-asfc,2020-2021,179150.7512195122
cfia-acia,2017-2018,51755.13
cra-arc,2017-2018,1584712.8370627519
cra-arc,2018-2019,347264.2063884576
cra-arc,2019-2020,1040.049751243781
cra-arc,2020-2021,10259.950248756219
csa-asc,2017-2018,45245.2962085308
csa-asc,2018-2019,45245.2962085308
csc-scc,2019-2020,14582.242459016394
csc-scc,2020-2021,25246.867540983607
cta-otc,2018-2019,68515.38639333184
cta-otc,2019-2020,290299.83173812175
cta-otc,2020-2021,250234.83186854637
dfatd-maecd,2017-2018,825073.2089168732
dfatd-maecd,2018-2019,884554.49880086
dfatd-maecd,2019-2020,833628.9535896983
dfatd-maecd,2020-2021,625278.6276797982
dfo-mpo,2017-2018,76215.92565104167
dfo-mpo,2018-2019,14845.94
dfo-mpo,2019-2020,147476.3
dfo-mpo,2020-2021,321022.83
dnd-mdn,2017-2018,2690208.1868075095
dnd-mdn,2018-2019,4931995.095501023
dnd-mdn,2019-2020,5163328.6674263105
dnd-mdn,2020-2021,3691741.0332654277
ec,2017-2018,38495.05420518602
ec,2018-2019,90068.556313416
ec,2019-2020,90315.31948139796
ec,2020-2021,37982.30462427746
elections,2017-2018,327073.78539409535
elections,2018-2019,901470.8701675485
elections,2019-2020,345779.2844383561
esdc-edsc,2017-2018,1180206.1601695272
esdc-edsc,2018-2019,685577.4506461954
esdc-edsc,2019-2020,362527.05981884355
hc-sc,2017-2018,1253762.0342888243
hc-sc,2018-2019,1253762.0342888243
hc-sc,2019-2020,1257196.998766328
hc-sc,2020-2021,1253762.0342888243
ic,2017-2018,252839.2311977716
ic,2018-2019,398194.5070778126
ic,2019-2020,171214.9411764706
lac-bac,2017-2018,471938.73123407987
lac-bac,2018-2019,483780.5926100863
lac-bac,2019-2020,339092.7846412222
lac-bac,2020-2021,347334.01729663677
pwgsc-tpsgc,2017-2018,563954.7203644647
pwgsc-tpsgc,2018-2019,933832.3856305933
pwgsc-tpsgc,2019-2020,1730399.1630269198
pwgsc-tpsgc,2020-2021,1662911.5669662107
tc,2017-2018,193024.7426035503
