owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,628074.51,644128.11
aafc-aac,2018-2019,670134.45,680556.03
aafc-aac,2019-2020,671970.43,666299.69
aafc-aac,2020-2021,670134.45,637076.91
aafc-aac,2021-2022,670134.45,622182.98
aandc-aadnc,2017-2018,291814.16,299074.43
aandc-aadnc,2018-2019,371723.01,377776.20
aandc-aadnc,2019-2020,158847.94,159001.83
cbsa-asfc,2017-2018,96917.62,99230.81
cbsa-asfc,2018-2019,267991.90,272159.57
cbsa-asfc,2019-2020,268726.13,266458.35
cbsa-asfc,2020-2021,179150.75,170772.42
cfia-acia,2017-2018,51755.13,53077.60
cra-arc,2017-2018,1584712.84,1625953.81
cra-arc,2018-2019,347264.21,354806.60
cra-arc,2019-2020,1040.05,1014.88
cra-arc,2020-2021,10259.95,9753.83
csa-asc,2017-2018,45245.30,46417.75
csa-asc,2018-2019,45245.30,45948.93
csc-scc,2019-2020,14582.24,14289.32
csc-scc,2020-2021,25246.87,24061.52
cta-otc,2018-2019,68515.39,69219.72
cta-otc,2019-2020,290299.83,287713.16
cta-otc,2020-2021,250234.83,238460.74
dfatd-maecd,2017-2018,825073.21,846422.34
dfatd-maecd,2018-2019,884554.50,898332.34
dfatd-maecd,2019-2020,833628.95,826485.19
dfatd-maecd,2020-2021,625278.63,595082.25
dfatd-maecd,2021-2022,568033.21,527780.63
dfo-mpo,2017-2018,76215.93,78190.93
dfo-mpo,2018-2019,14845.94,14992.01
dfo-mpo,2019-2020,147476.30,145456.41
dfo-mpo,2020-2021,321022.83,304969.33
dnd-mdn,2017-2018,2798944.42,2870348.99
dnd-mdn,2018-2019,4940019.91,5015711.71
dnd-mdn,2019-2020,5163328.67,5119755.46
dnd-mdn,2020-2021,3691741.03,3511747.27
dnd-mdn,2021-2022,205593.16,192596.43
ec,2017-2018,38495.05,39417.59
ec,2018-2019,90068.56,91469.26
ec,2019-2020,90315.32,89553.15
ec,2020-2021,37982.30,35956.78
ec,2021-2022,102692.90,95344.71
elections,2017-2018,327073.79,335060.49
elections,2018-2019,901470.87,915490.08
elections,2019-2020,345779.28,343567.75
esdc-edsc,2017-2018,1180206.16,1210892.03
esdc-edsc,2018-2019,685577.45,697050.40
esdc-edsc,2019-2020,362527.06,361934.26
esdc-edsc,2021-2022,815969.67,752407.81
hc-sc,2017-2018,1253762.03,1286251.11
hc-sc,2018-2019,1253762.03,1273259.89
hc-sc,2019-2020,1257197.00,1246587.54
hc-sc,2020-2021,1253762.03,1191914.31
hc-sc,2021-2022,1253762.03,1164049.09
ic,2017-2018,252839.23,259303.95
ic,2018-2019,398194.51,404596.19
ic,2019-2020,171214.94,170397.01
ic,2021-2022,95801.40,87064.07
lac-bac,2017-2018,471938.73,483800.09
lac-bac,2018-2019,483780.59,491393.40
lac-bac,2019-2020,339092.78,335836.59
lac-bac,2020-2021,347334.02,330117.44
lac-bac,2021-2022,379660.72,352494.10
oag-bvg,2021-2022,231531.89,212038.67
pwgsc-tpsgc,2017-2018,563954.72,578568.63
pwgsc-tpsgc,2018-2019,933832.39,947345.87
pwgsc-tpsgc,2019-2020,1730399.16,1715950.49
pwgsc-tpsgc,2020-2021,1662911.57,1580206.33
pwgsc-tpsgc,2021-2022,1688358.20,1573791.17
ssc-spc,2021-2022,486899.21,439767.37
tc,2017-2018,193024.74,198026.65
