d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,7265.93,7457.49
11_defence,2018-2019,1022078.38,1035685.78
11_defence,2019-2020,1422360.02,1410356.76
11_defence,2020-2021,404167.87,382337.43
2_professional_services,2017-2018,3156581.08,3237005.96
2_professional_services,2018-2019,4357948.08,4426790.41
2_professional_services,2019-2020,4304074.48,4268507.93
2_professional_services,2020-2021,3781846.88,3599379.39
2_professional_services,2021-2022,890986.68,317039.20
3_information_technology,2017-2018,7516200.56,7709701.86
3_information_technology,2018-2019,6976954.55,7087632.00
3_information_technology,2019-2020,6119991.60,6071436.41
3_information_technology,2020-2021,4727444.51,4494773.97
3_information_technology,2021-2022,5406949.92,4296446.64
6_industrial_products_and_services,2020-2021,161600.00,153628.32
6_industrial_products_and_services,2021-2022,161600.00,126413.96
9_human_capital,2021-2022,38900.25,29079.64
