d_fiscal_year,total,total_constant_2019_dollars
2017-2018,81267.40,83323.70
2018-2019,272778.82,276664.69
2019-2020,532113.17,526057.41
2020-2021,2120120.35,2017742.53
2021-2022,1428954.17,1336581.62
