d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,1741647.89,1795572.87
2_professional_services,2018-2019,905348.22,925607.61
2_professional_services,2020-2021,1351.10,1273.11
2_professional_services,2021-2022,185776.90,174286.63
2_professional_services,2022-2023,64877.47,58071.61
3_information_technology,2017-2018,173436.91,179084.60
3_information_technology,2018-2019,337876.38,343709.27
3_information_technology,2019-2020,376286.90,376410.45
3_information_technology,2021-2022,155776.18,141793.45
3_information_technology,2022-2023,1594920.68,1425398.77
