d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2018-2019,15754.94,15902.12
2_professional_services,2022-2023,462891.37,410334.35
3_information_technology,2018-2019,21256.16,21454.73
3_information_technology,2019-2020,22720.15,22237.69
3_information_technology,2021-2022,38238.69,34909.01
6_industrial_products_and_services,2017-2018,893565.94,919349.37
6_industrial_products_and_services,2018-2019,707553.30,715447.47
6_industrial_products_and_services,2019-2020,1201220.31,1176795.76
6_industrial_products_and_services,2020-2021,1827349.75,1728079.47
6_industrial_products_and_services,2021-2022,676559.99,614199.80
6_industrial_products_and_services,2022-2023,592399.34,526390.02
