owner_org,d_fiscal_year,total
dnd-mdn,2020-2021,1412.581748138362
pc,2020-2021,93065.95999999999
pwgsc-tpsgc,2018-2019,2066590.53
pwgsc-tpsgc,2019-2020,4954071.67
