d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1041357.96,1061963.10
1_facilities_and_construction,2018-2019,10760.26,10945.88
1_facilities_and_construction,2019-2020,77373.00,77201.49
10_office_management,2017-2018,14415.97,14920.53
2_professional_services,2017-2018,269074.93,276421.36
2_professional_services,2018-2019,184868.70,187240.91
2_professional_services,2019-2020,130476.19,130225.62
3_information_technology,2017-2018,630809.78,644533.81
3_information_technology,2018-2019,359999.82,363889.40
3_information_technology,2019-2020,48546.86,48470.45
5_transportation_and_logistics,2017-2018,20970.00,21532.11
5_transportation_and_logistics,2018-2019,20750.00,21014.80
6_industrial_products_and_services,2017-2018,14414.34,14911.15
7_travel,2019-2020,23000.00,22952.89
9_human_capital,2019-2020,199000.00,198591.39
