d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,156401.24,161402.41
0_other,2018-2019,152291.66,154001.23
0_other,2019-2020,132409.57,132340.53
0_other,2020-2021,136527.47,133892.16
0_other,2021-2022,340821.33,253556.78
1_facilities_and_construction,2017-2018,3663415.46,3751108.52
1_facilities_and_construction,2018-2019,5211371.06,5272183.31
1_facilities_and_construction,2019-2020,5247550.48,5238853.88
1_facilities_and_construction,2020-2021,5053126.55,4920039.26
1_facilities_and_construction,2021-2022,4288780.57,2889546.74
10_office_management,2017-2018,2374873.82,2430747.40
10_office_management,2018-2019,2918382.31,2954388.15
10_office_management,2019-2020,3508132.58,3503355.51
10_office_management,2020-2021,3723352.25,3594874.20
10_office_management,2021-2022,5936086.87,2601472.23
2_professional_services,2017-2018,48001768.28,49208706.83
2_professional_services,2018-2019,70109506.19,71033251.81
2_professional_services,2019-2020,71534876.05,71422000.86
2_professional_services,2020-2021,130317994.86,126553669.29
2_professional_services,2021-2022,130825678.66,90789444.64
3_information_technology,2017-2018,34397732.00,35225164.36
3_information_technology,2018-2019,36599010.86,37063376.72
3_information_technology,2019-2020,45909347.34,45829478.41
3_information_technology,2020-2021,198577362.39,193836330.45
3_information_technology,2021-2022,134481347.87,98067352.03
4_medical,2017-2018,46524905.71,47735013.34
4_medical,2018-2019,28656119.05,29014834.99
4_medical,2019-2020,18542504.31,18499977.02
4_medical,2020-2021,7791114.94,7461210.90
4_medical,2021-2022,31683661.49,22486497.98
5_transportation_and_logistics,2017-2018,3864835.60,3943351.69
5_transportation_and_logistics,2018-2019,1571614.66,1592004.84
5_transportation_and_logistics,2019-2020,2321509.95,2314819.77
5_transportation_and_logistics,2020-2021,875507.04,843531.28
5_transportation_and_logistics,2021-2022,1440211.50,711055.59
6_industrial_products_and_services,2017-2018,15900170.99,16224223.26
6_industrial_products_and_services,2018-2019,13556597.24,13725314.04
6_industrial_products_and_services,2019-2020,9852786.17,9837559.31
6_industrial_products_and_services,2020-2021,13720295.42,13249239.91
6_industrial_products_and_services,2021-2022,14774521.10,9534514.07
7_travel,2017-2018,10190642.52,10464705.81
7_travel,2018-2019,5414637.23,5483736.21
7_travel,2019-2020,4648364.77,4636172.80
7_travel,2021-2022,12222.08,9016.63
8_security_and_protection,2017-2018,3770688.68,3871076.62
8_security_and_protection,2018-2019,3612769.10,3659060.96
8_security_and_protection,2019-2020,3818644.12,3810497.82
8_security_and_protection,2020-2021,5228671.09,5114810.00
8_security_and_protection,2021-2022,6689610.94,5010080.34
9_human_capital,2017-2018,5741842.46,5895421.11
9_human_capital,2018-2019,5921805.52,5996487.67
9_human_capital,2019-2020,5535727.55,5526585.30
9_human_capital,2020-2021,5712272.33,5547693.93
9_human_capital,2021-2022,10805258.40,6526611.72
