d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,3663415.4625115753
1_facilities_and_construction,2018-2019,5211371.061250854
1_facilities_and_construction,2019-2020,5247550.483718065
1_facilities_and_construction,2020-2021,5053126.5485398015
10_office_management,2017-2018,2368435.5184244756
10_office_management,2018-2019,2918382.3142394633
10_office_management,2019-2020,3508132.575968629
10_office_management,2020-2021,3723352.2505510673
2_professional_services,2017-2018,48001768.27702537
2_professional_services,2018-2019,70109506.18549111
2_professional_services,2019-2020,71534876.04560126
2_professional_services,2020-2021,130317994.86466683
3_information_technology,2017-2018,34397732.004489504
3_information_technology,2018-2019,36599010.8632813
3_information_technology,2019-2020,45909347.336707406
3_information_technology,2020-2021,198577362.38704464
4_medical,2017-2018,46524905.71135068
4_medical,2018-2019,28656119.05052219
4_medical,2019-2020,18542504.308650978
4_medical,2020-2021,7791114.937210626
5_transportation_and_logistics,2017-2018,3864835.5958668757
5_transportation_and_logistics,2018-2019,1571614.657260274
5_transportation_and_logistics,2019-2020,2321509.95
5_transportation_and_logistics,2020-2021,875507.0409090909
6_industrial_products_and_services,2017-2018,15900170.988587925
6_industrial_products_and_services,2018-2019,13556597.238244275
6_industrial_products_and_services,2019-2020,9852786.172026306
6_industrial_products_and_services,2020-2021,13720295.422334542
7_travel,2017-2018,10190642.517413953
7_travel,2018-2019,5414637.232762216
7_travel,2019-2020,4648364.767586001
8_security_and_protection,2017-2018,3770688.67568306
8_security_and_protection,2018-2019,3612769.0970593165
8_security_and_protection,2019-2020,3818644.1217690213
8_security_and_protection,2020-2021,5228671.087384196
9_human_capital,2017-2018,5741842.457431286
9_human_capital,2018-2019,5921805.517595546
9_human_capital,2019-2020,5535727.550805866
9_human_capital,2020-2021,5712272.3298788825
NA,2017-2018,156401.24058781093
NA,2018-2019,152291.65643970296
NA,2019-2020,132409.57027292208
NA,2020-2021,136527.47160391338
