d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,219816209.08
STEPPED CARE SOLUTIONS,194317417.78
11983890 CANADA CENTRE,67099400.00
EXPRESS SCRIPTS CANADA,58189297.45
CISTEL TECHNOLOGY,33936563.79
CANADIAN CORPS OF COMMISSIONAIRES,30661122.10
EXCEL HUMAN RESOURCES,27832535.81
DYNABOOK CANADA,24438336.20
SI SYSTEMS,19217443.89
MICROSOFT CANADA,17799807.10
PROOF EXPERIENCES,16808434.28
METRO SUPPLY CHAIN,16204897.15
PRECISIONIT,14900073.90
NORTHERN MICRO,14584821.76
THE AIM GROUP,14396272.20
MAPLESOFT CONSULTING,14306078.03
WATERS,14228400.43
AGILENT,13734185.62
VERITAAQ TECHNOLOGY HOUSE,13285666.19
CHU SAINTE JUSTINE,12062444.13
THERMO FISHER SCIENTIFIC,11423512.34
APOTEX,10819825.16
THRIVE HEALTH,10141750.00
TRANSWEST AIR,10079166.08
SYSTEMATIX SOLUTIONS,10064535.08
IRON MOUNTAIN,9368964.25
ADVANCED CHIPPEWA TECHNOLOGIES,8706201.30
AB SCIEX,8054666.92
SIERRA SYSTEMS GROUP,7806370.72
IT NET CONSULTANTS,7526007.17
LIFESPEAK,7503232.59
CACHE COMPUTER CONSULTING,7476256.34
DELOITTE,7154321.98
ARISGLOBAL,6748743.72
SAS INSTITUTE,6393625.79
LABORATOIRES OMEGA,6339435.93
INVENTA SALES AND PROMOTIONS,6306197.77
CORADIX TECHNOLOGY CONSULTING,6132725.63
ADGA GROUP,6072811.26
CDW CANADA,5604592.63
RANDSTAD,5588382.18
LANDAUER,5215672.20
BANFIELD SEGUIN,5038630.63
PURESPIRIT SOLUTIONS,4954842.14
TERAMACH TECHNOLOGIES,4775730.96
QMR,4687608.58
GARTNER,4447253.22
TECSIS,4348285.20
ARTEMP PERSONNEL SERVICES,4298522.82
MAXSYS STAFFING AND CONSULTING,4247941.95
NIELSEN,4164182.47
FRESENIUS KABI CANADA,4158178.91
ALTIS HUMAN RESOURCES,4126061.49
DONNA CONA,3966188.54
FMC PROFESSIONALS,3876448.89
ARIS GLOBAL,3704239.44
IBM CANADA,3695907.67
ACT,3662773.87
PRICEWATERHOUSE COOPERS,3611553.97
UNIVERSITY OF WATERLOO,3606747.92
RISK SCIENCES INTERNATIONAL,3528277.78
KPMG,3481685.59
BRUKER,3476423.67
CALIAN,3397302.31
NISHA TECHONOLOGIES,3391474.90
ASPEN PHARMACARE CANADA,3204320.00
XEROX,3163981.85
BDO CANADA,3086590.70
BLUEDOT,3051000.00
ADVANCED BUSINESS INTERIORS,3045345.90
INTEGRA NETWORKS,2926283.68
IDS SYSTEMS CONSULTANTS,2880150.00
"NATIONS TRANSLATION GROUP",2861933.01
ELSEVIER,2767706.13
SANDOZ CANADA,2749098.54
THE RIGHT DOOR CONSULTING,2725629.52
UNIVERSITY OF OTTAWA,2712067.18
MAKWA RESOURCING,2709210.72
TAG HR,2684880.12
FAST FORWARD FRENCH,2593128.24
ADVANIS JOLICOEUR,2522424.78
SERVICE STAR BUILDING CLEANING,2510654.56
LIONBRIDGE,2412918.01
IQVIA,2393991.84
RICOH,2383522.79
ISOMASS SCIENTIFIC,2372537.65
ENVIRONICS RESEARCH GROUP,2366478.80
CANADA POST,2360878.49
ONX ENTERPRISE SOLUTIONS,2351089.26
GAMBLE TECHNOLOGIES,2291346.93
TEKNION,2278664.62
TOSHIBA CANADA,2260291.97
CARAHSOFT TECHNOLOGY,2100952.41
INSTRUX MEDIA,2093240.92
MAVERIN,2026792.86
TURTLE ISLAND STAFFING,1937530.21
HYPERTEC,1926139.19
XPERTEK CONSTRUCTION,1924897.31
BELL CANADA,1881233.03
ACTION PERSONNEL OF OTTAWA HULL,1868360.37
PROLOGIC SYSTEMS,1845529.85
VWR INTERNATIONAL,1840989.75
SANEXEN SERVICES ENVIRONMENTAUX,1807889.92
GENERAL MOTORS,1786978.88
IFATHOM,1780164.45
AMAZON,1769624.22
DYNAMIC PERSONNEL CONSULTANTS,1700594.74
NEWS CANADA,1670803.58
TIREE,1654492.32
PFIZER CANADA,1602364.20
SIMPLEX GRINNELL,1600462.10
GENESIS INTEGRATION,1597784.43
ILLUMINA CANADA,1596860.62
DELCO AUTOMATION,1564704.07
CANON,1533722.03
PHOENIX STRATEGIC PERSPECTIVES,1532787.21
RTG PROTECH,1511194.82
IPSOS,1434027.52
AMDOCS,1397261.98
UNIVERSITY OF TORONTO,1375213.34
GC STRATEGIES,1362364.52
FAST TRACK STAFFING,1327653.91
UNIVERSITE DE SHERBROOKE,1316520.01
SOFTCHOICE,1315723.21
R R INTERNATIONAL TRANSLATION,1310928.53
MEDIA Q,1254257.06
HILL KNOWLTON CANADA,1244787.16
QUANTUM MANAGEMENT SERVICES,1225573.30
QUORUS CONSULTING GROUP,1161543.92
HUMANSCALE CANADA,1134079.83
RAYMOND CHABOT GRANT THORNTON,1082424.65
LEGER MARKETING,1020004.06
ECOLE DE LANGUES ABCE,968637.45
FCA CANADA,957571.20
AVI SPL,917322.34
BOSTON CONSULTING GROUP,899277.11
AMERICAN CHEMICAL SOCIETY,855189.64
TELECOM COMPUTER SERVICES,827728.14
SIEMENS,825475.52
LIFE TECHNOLOGIES,813351.36
GOVERNMENT OF ALBERTA,805259.40
PORTAGE PERSONNEL,779520.12
CARLETON UNIVERSITY,777819.77
DALHOUSIE UNIVERSITY,737914.52
ALS CANADA,732043.93
SOLOTECH,726983.93
DELL COMPUTER,726582.70
ECOLE DE LANGUES LA CITE,714374.61
FORD MOTOR COMPANY,706233.51
SUBARU CANADA,702349.97
COLLIERS PROJECT LEADERS,685060.37
GRAYBRIDGE INTERNATIONAL CONSULTING,678199.66
MCGILL UNIVERSITY,674496.32
SOCIETE ACOLAD CANADA,669531.33
MCMASTER UNIVERSITY,665587.63
CONTRACT COMMUNITY,665510.16
GREEN LIGHT CONSULTING SOLUTIONS,645285.57
MALATEST,630978.81
ONTARIO DENTAL ASSOCIATION,612941.40
SANOFI PASTEUR,595646.78
LANGUAGE RESEARCH DEVELOPMENT GROUP,588521.52
PACWILL ENVIRONMENTAL,569839.46
SHARP ELECTRONICS,558872.70
FSC,551685.39
RADIATION SOLUTIONS,546736.28
MELTWATER,545272.10
LANGUAGE MARKETPLACE,533115.32
ALLSEATING,532218.92
QIAGEN,526633.32
SAP,526527.05
NEWFOUND RECRUITING,520925.06
MGIS,502233.99
IPSS,499845.30
TELUS HEALTH CARE CENTRES,498520.25
STONEWORKS TECHNOLOGIES,492017.60
VIDCRUITER,486994.07
THE VCAN GROUP,481516.78
UNIVERSAL PROTECTION SERVICE,477067.13
VERSACOM,463738.61
OPENTEXT,450692.26
LES TRADUCTIONS TESSIER,442530.00
RMS SOFTWARE,427931.00
MODIS CANADA,419116.71
EKOS RESEARCH ASSOCIATES,411058.94
AIR LIQUIDE CANADA,399821.20
TAYLOR FRANCIS,384793.91
JOHN WILEY SONS,376977.34
SYSTEMSCOPE,371967.75
GLOBAL KNOWLEDGE,371857.43
