d_fiscal_year,total,total_constant_2019_dollars
2017-2018,174569053.21,179014678.82
2018-2019,173722970.34,176277332.06
2019-2020,171016227.29,169254752.50
2020-2021,371109978.42,352497921.17
2021-2022,341356308.32,315868428.69
