owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,1190604.10,1224529.02
dfo-mpo,2018-2019,3575065.42,3636652.89
dfo-mpo,2019-2020,2868224.40,2842263.67
dfo-mpo,2020-2021,2782178.74,2651381.31
dfo-mpo,2021-2022,18100.81,16458.54
dnd-mdn,2017-2018,172277.49,177557.67
dnd-mdn,2018-2019,1737286.08,1759332.93
dnd-mdn,2019-2020,2425948.76,2408630.59
dnd-mdn,2020-2021,10635915.08,10132169.15
dnd-mdn,2021-2022,15366559.49,14379427.71
ec,2020-2021,18927.30,17951.44
nrcan-rncan,2021-2022,22781.72,20714.75
pc,2019-2020,15242.10,14921.97
pc,2021-2022,36256.34,32966.83
rcmp-grc,2020-2021,448588.58,425638.57
rcmp-grc,2021-2022,1760589.59,1647491.15
