d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,14533.26,14181.55
0_other,2020-2021,160746.69,152817.10
1_facilities_and_construction,2017-2018,191344.73,196102.23
1_facilities_and_construction,2019-2020,171633.64,168105.31
1_facilities_and_construction,2020-2021,254960.97,243041.94
1_facilities_and_construction,2021-2022,99051.64,27522.66
10_office_management,2017-2018,124568.75,127590.02
10_office_management,2018-2019,573973.67,582487.53
10_office_management,2019-2020,541794.71,537393.38
10_office_management,2020-2021,176555.12,167936.48
10_office_management,2021-2022,96694.37,75640.58
11_defence,2017-2018,350363.63,359326.84
11_defence,2018-2019,1145367.06,1161847.70
11_defence,2019-2020,1582085.31,1564111.36
11_defence,2020-2021,387531.26,368205.90
11_defence,2021-2022,49788.89,19446.26
2_professional_services,2017-2018,113944.17,116965.10
2_professional_services,2018-2019,43469.28,44145.30
2_professional_services,2019-2020,2043165.34,1993719.68
2_professional_services,2020-2021,9943404.64,9452899.31
2_professional_services,2021-2022,20557.40,19438.28
3_information_technology,2018-2019,136478.50,138029.22
3_information_technology,2019-2020,21938.70,21407.77
3_information_technology,2020-2021,975403.75,918732.25
3_information_technology,2021-2022,30647.75,26876.15
4_medical,2017-2018,280576.91,287504.63
4_medical,2018-2019,210753.33,213973.35
4_medical,2019-2020,34054.79,34144.56
4_medical,2021-2022,33064.50,31163.80
5_transportation_and_logistics,2017-2018,49899.16,51075.39
5_transportation_and_logistics,2018-2019,910258.37,920826.45
5_transportation_and_logistics,2019-2020,2222380.38,2205534.80
5_transportation_and_logistics,2020-2021,626419.21,591609.75
5_transportation_and_logistics,2021-2022,174893.41,63516.85
6_industrial_products_and_services,2017-2018,2562307.52,2626911.55
6_industrial_products_and_services,2018-2019,4276647.24,4332142.64
6_industrial_products_and_services,2019-2020,3956637.03,3913535.50
6_industrial_products_and_services,2020-2021,3354539.09,3185912.07
6_industrial_products_and_services,2021-2022,3055567.11,2238615.56
8_security_and_protection,2019-2020,49138.74,48117.16
8_security_and_protection,2020-2021,144642.25,137507.09
8_security_and_protection,2021-2022,229959.95,161058.13
