owner_org,d_fiscal_year,total
cgc-ccg,2017-2018,66661.4195121951
cic,2019-2020,63342.3099661017
cic,2020-2021,246853.45339054166
crtc,2018-2019,183003.5
dnd-mdn,2017-2018,6254.846153846153
esdc-edsc,2017-2018,29717.717904993908
esdc-edsc,2018-2019,229538.87301091873
esdc-edsc,2019-2020,445503.60353810835
esdc-edsc,2020-2021,437481.1720898953
hc-sc,2017-2018,125832.349106204
hc-sc,2018-2019,650742.3573029253
hc-sc,2019-2020,355800.23143734806
hc-sc,2020-2021,108796.26800000001
ic,2020-2021,267177.8108108108
pch,2018-2019,23625
pch,2020-2021,69580.05071698113
pco-bcp,2017-2018,766232.726473923
pco-bcp,2018-2019,766232.726473923
pco-bcp,2020-2021,38985
ps-sp,2017-2018,68292.46163793103
ps-sp,2018-2019,75742.54836206896
ps-sp,2019-2020,147982.30471153845
ps-sp,2020-2021,107531.32906397173
pwgsc-tpsgc,2018-2019,38230.92224770642
pwgsc-tpsgc,2019-2020,306036.0129135839
pwgsc-tpsgc,2020-2021,76658.76483870969
ssc-spc,2017-2018,148241.88038720537
tc,2020-2021,98157.98999999999
