d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,17030.70,17190.64
it_consulting_services,2019-2020,61715.21,61219.94
it_consulting_services,2020-2021,61578.17,58706.90
it_consulting_services,2021-2022,73072.51,68378.41
it_other,2017-2018,29493.49,30397.44
it_software_licensing,2017-2018,42050.06,43329.40
it_software_licensing,2018-2019,69032.37,70295.77
it_software_licensing,2019-2020,313571.28,310052.91
it_software_licensing,2020-2021,422162.36,402372.88
it_software_licensing,2021-2022,568285.09,529408.80
