d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,684817.16,705985.59
11_defence,2018-2019,684817.16,697940.41
11_defence,2019-2020,686693.37,681215.63
11_defence,2020-2021,684817.16,652165.54
11_defence,2021-2022,697464.41,648248.50
11_defence,2022-2023,705052.76,630884.16
2_professional_services,2019-2020,3452.04,3373.24
2_professional_services,2020-2021,96922.53,92301.33
2_professional_services,2021-2022,96922.53,90111.37
3_information_technology,2017-2018,72823.54,75067.63
3_information_technology,2018-2019,86760.20,88277.42
3_information_technology,2019-2020,374933.36,370992.98
3_information_technology,2020-2021,483790.72,460361.80
3_information_technology,2021-2022,645083.38,597429.21
3_information_technology,2022-2023,612061.61,546917.92
