owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,31080.05,30819.80
aafc-aac,2020-2021,34219.54,32582.39
aafc-aac,2021-2022,57241.60,52616.69
aafc-aac,2022-2023,11791.43,10650.78
cas-satj,2019-2020,6223.50,6173.86
cas-satj,2020-2021,6206.50,5910.58
ced-dec,2018-2019,6.79,6.86
ced-dec,2019-2020,2486.18,2466.34
ced-dec,2020-2021,2479.38,2361.17
ced-dec,2021-2022,2479.38,2305.15
ced-dec,2022-2023,2479.38,2218.56
cgc-ccg,2021-2022,3675.58,3417.28
cgc-ccg,2022-2023,3675.58,3288.92
cic,2019-2020,20556.47,20234.68
cic,2020-2021,37894.50,36087.72
cic,2021-2022,37894.50,35231.49
cic,2022-2023,37894.50,33908.16
csa-asc,2017-2018,3294.25,3389.72
csa-asc,2018-2019,7331.72,7472.22
dnd-mdn,2017-2018,684817.16,705985.59
dnd-mdn,2018-2019,684817.16,697940.41
dnd-mdn,2019-2020,686693.37,681215.63
dnd-mdn,2020-2021,684817.16,652165.54
dnd-mdn,2021-2022,697464.41,648248.50
dnd-mdn,2022-2023,705052.76,630884.16
ec,2018-2019,16447.84,16616.09
ec,2019-2020,59603.08,59127.63
ec,2020-2021,59440.23,56606.16
ec,2021-2022,59440.23,55263.11
ec,2022-2023,59440.23,53187.37
esdc-edsc,2019-2020,3452.04,3373.24
esdc-edsc,2020-2021,96922.53,92301.33
esdc-edsc,2021-2022,96922.53,90111.37
hc-sc,2018-2019,1168.41,1179.33
hc-sc,2019-2020,106909.72,106056.91
hc-sc,2020-2021,106617.62,101534.17
hc-sc,2021-2022,106617.62,99125.14
hc-sc,2022-2023,106617.62,95401.89
ic,2020-2021,27489.96,26224.21
ic,2021-2022,33335.00,30992.40
ic,2022-2023,44294.56,39615.24
irb-cisr,2019-2020,3803.72,3725.40
irb-cisr,2020-2021,12406.37,11814.77
irb-cisr,2021-2022,8649.92,8121.90
irb-cisr,2022-2023,12647.25,11316.81
jus,2022-2023,35066.71,31377.84
nrc-cnrc,2017-2018,29493.49,30405.16
nrc-cnrc,2018-2019,322.51,325.52
nrc-cnrc,2019-2020,29509.49,29274.10
nrc-cnrc,2021-2022,30704.74,28346.72
nrc-cnrc,2022-2023,36417.26,32512.79
nrcan-rncan,2017-2018,33056.29,34078.09
nrcan-rncan,2018-2019,33056.29,33689.75
nrcan-rncan,2019-2020,33146.85,32882.44
nrcan-rncan,2020-2021,33056.29,31480.18
nrcan-rncan,2021-2022,33056.29,30733.28
nrcan-rncan,2022-2023,33056.29,29578.90
osfi-bsif,2017-2018,6723.50,6931.33
osfi-bsif,2018-2019,5065.65,5179.01
osfi-bsif,2019-2020,3263.55,3189.06
osfi-bsif,2020-2021,13090.07,12465.94
osfi-bsif,2021-2022,9862.38,9252.39
pwgsc-tpsgc,2020-2021,66142.20,62988.27
pwgsc-tpsgc,2021-2022,77636.54,72180.68
pwgsc-tpsgc,2022-2023,80511.46,71361.57
rcmp-grc,2019-2020,41810.00,40855.68
rcmp-grc,2020-2021,37290.00,35137.46
rcmp-grc,2021-2022,63125.66,57232.47
rcmp-grc,2022-2023,85785.81,76683.09
ssc-spc,2021-2022,49098.50,45648.14
ssc-spc,2022-2023,49956.64,44701.41
statcan,2020-2021,34717.32,33068.77
statcan,2021-2022,37150.68,34382.07
statcan,2022-2023,512.73,453.73
tc,2017-2018,256.01,263.32
tc,2018-2019,23360.99,23808.66
tc,2019-2020,12740.75,12576.94
tc,2020-2021,12740.75,12100.02
tc,2021-2022,12740.75,11778.61
tc,2022-2023,11914.16,10660.84
vac-acc,2019-2020,23800.00,23610.15
vac-acc,2021-2022,22374.00,20801.68
