d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,600591.4552982016
1_facilities_and_construction,2018-2019,1483974.0095444117
1_facilities_and_construction,2019-2020,854824.2000306776
1_facilities_and_construction,2020-2021,1419700.3609757659
10_office_management,2017-2018,38356.4375
10_office_management,2018-2019,252857.5625
10_office_management,2019-2020,23714
2_professional_services,2017-2018,57602.144414168935
2_professional_services,2018-2019,133368.55224913495
2_professional_services,2019-2020,283903.84775086504
2_professional_services,2020-2021,151086
3_information_technology,2018-2019,15441
3_information_technology,2019-2020,65602
3_information_technology,2020-2021,152177
5_transportation_and_logistics,2017-2018,62092.10071942446
5_transportation_and_logistics,2018-2019,66698.99928057555
5_transportation_and_logistics,2019-2020,13397
6_industrial_products_and_services,2017-2018,25324
6_industrial_products_and_services,2018-2019,130500.54970427163
6_industrial_products_and_services,2019-2020,44229.30791724027
6_industrial_products_and_services,2020-2021,89069.4023784881
8_security_and_protection,2017-2018,555770
8_security_and_protection,2018-2019,524014.329113924
8_security_and_protection,2019-2020,608746.6708860759
8_security_and_protection,2020-2021,568896
