d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,15441.00,15585.24
it_consulting_services,2020-2021,68262.00,64788.56
it_consulting_services,2021-2022,91322.70,84532.49
it_consulting_services,2022-2023,7076.30,6362.96
it_devices_equipment,2020-2021,28432.00,26790.78
it_other,2018-2019,13107.00,13358.17
it_other,2019-2020,65602.00,64104.62
it_other,2020-2021,79197.00,74803.13
it_other,2021-2022,24366.00,22637.64
it_other,2022-2023,14137.00,12649.85
it_software_licensing,2019-2020,21480.00,21544.27
it_software_licensing,2021-2022,14610.00,13732.71
it_software_licensing,2022-2023,13289.10,11879.96
