d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,600591.46,616208.22
1_facilities_and_construction,2018-2019,1483974.01,1502839.05
1_facilities_and_construction,2019-2020,854824.20,852663.84
1_facilities_and_construction,2020-2021,1419700.36,1388399.21
1_facilities_and_construction,2021-2022,1141607.17,856459.88
10_office_management,2017-2018,38356.44,39042.21
10_office_management,2018-2019,252857.56,255997.98
10_office_management,2019-2020,23714.00,23510.12
10_office_management,2021-2022,302557.37,182187.93
2_professional_services,2017-2018,57602.14,59513.72
2_professional_services,2018-2019,133368.55,134823.96
2_professional_services,2019-2020,283903.85,283529.55
2_professional_services,2020-2021,151086.00,145706.40
2_professional_services,2021-2022,650040.43,419998.81
3_information_technology,2018-2019,15441.00,15590.43
3_information_technology,2019-2020,65602.00,65691.95
3_information_technology,2020-2021,152177.00,144897.82
3_information_technology,2021-2022,130298.70,109106.58
5_transportation_and_logistics,2017-2018,62092.10,63246.08
5_transportation_and_logistics,2018-2019,66699.00,67554.06
5_transportation_and_logistics,2019-2020,13397.00,13285.59
5_transportation_and_logistics,2021-2022,107601.18,18963.50
6_industrial_products_and_services,2017-2018,25324.00,25825.90
6_industrial_products_and_services,2018-2019,130500.55,132352.20
6_industrial_products_and_services,2019-2020,44229.31,44141.94
6_industrial_products_and_services,2020-2021,89069.40,86479.27
6_industrial_products_and_services,2021-2022,243934.05,181326.44
8_security_and_protection,2017-2018,555770.00,570667.70
8_security_and_protection,2018-2019,524014.33,530701.55
8_security_and_protection,2019-2020,608746.67,607568.37
8_security_and_protection,2020-2021,568896.00,556942.21
8_security_and_protection,2021-2022,595530.00,452388.66
