d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,15635.34,16119.05
11_defence,2018-2019,15894.03,16197.35
11_defence,2019-2020,15680.17,15555.09
11_defence,2020-2021,22888.15,21566.95
11_defence,2021-2022,515254.74,479070.09
11_defence,2022-2023,579657.82,518127.77
2_professional_services,2019-2020,43495.25,42502.46
2_professional_services,2022-2023,113000.00,99998.83
3_information_technology,2020-2021,1112407.64,1048882.08
3_information_technology,2021-2022,2320832.28,2131842.67
3_information_technology,2022-2023,3753959.64,3330192.56
