d_fiscal_year,total,total_constant_2019_dollars
2017-2018,57530.98,59017.07
2018-2019,318930.63,322714.33
2019-2020,846711.43,835753.40
2020-2021,897155.36,853114.36
2021-2022,1305018.67,1208868.85
