owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,39663.00,37058.91
cbsa-asfc,2017-2018,62292.14,64265.06
cbsa-asfc,2018-2019,40534.71,41171.20
cbsa-asfc,2019-2020,66589.29,66402.96
cfia-acia,2017-2018,9336.39,9631.94
cfia-acia,2018-2019,9298.29,9377.58
cfia-acia,2019-2020,15109.71,15164.67
cfia-acia,2020-2021,14746.50,13986.20
csc-scc,2018-2019,7690.19,7769.03
csc-scc,2019-2020,16717.81,16684.33
cta-otc,2018-2019,20790.00,21149.38
dfo-mpo,2017-2018,176026.90,181156.02
dfo-mpo,2018-2019,97612.74,99473.17
dfo-mpo,2019-2020,96827.15,96093.18
dfo-mpo,2020-2021,134186.86,128151.43
dnd-mdn,2018-2019,10438.64,10527.67
dnd-mdn,2019-2020,32123.46,31934.78
dnd-mdn,2020-2021,73240.30,69837.58
dnd-mdn,2021-2022,39866.40,37294.07
ec,2017-2018,35803.23,36796.74
ec,2018-2019,21696.00,22008.41
ec,2020-2021,6851.11,6530.63
ec,2021-2022,96775.26,89131.89
esdc-edsc,2017-2018,20981.29,21614.40
esdc-edsc,2018-2019,63576.49,64810.05
esdc-edsc,2019-2020,123900.95,122354.55
esdc-edsc,2020-2021,216116.62,205908.79
esdc-edsc,2021-2022,213838.86,198446.97
feddevontario,2021-2022,8906.32,8130.66
hc-sc,2019-2020,5039.97,4985.62
hc-sc,2020-2021,6214.83,5925.06
hc-sc,2021-2022,39866.40,36249.35
ic,2018-2019,20340.00,20513.46
infc,2017-2018,16780.50,17247.76
isc-sac,2019-2020,13230.00,12914.85
isc-sac,2020-2021,39879.00,38117.47
isc-sac,2021-2022,10865.14,10276.69
jus,2018-2019,24408.00,25030.90
jus,2019-2020,3659.57,3589.13
jus,2020-2021,7188.43,6864.87
nrcan-rncan,2017-2018,63631.70,65574.31
nrcan-rncan,2018-2019,81111.24,82499.65
nrcan-rncan,2019-2020,88353.45,87386.30
nrcan-rncan,2020-2021,32051.23,30460.78
nrcan-rncan,2021-2022,32528.27,30438.69
ocol-clo,2017-2018,36949.80,38143.90
ocol-clo,2021-2022,21550.77,19682.67
pch,2019-2020,24570.00,24122.02
pco-bcp,2021-2022,39663.00,36822.28
phac-aspc,2017-2018,24860.00,25545.07
phac-aspc,2018-2019,14238.00,14535.56
phac-aspc,2019-2020,24408.00,24268.79
phac-aspc,2020-2021,25798.41,24673.78
phac-aspc,2021-2022,23559.99,22341.89
ps-sp,2019-2020,16272.00,16195.35
pwgsc-tpsgc,2017-2018,10347.75,10675.31
pwgsc-tpsgc,2018-2019,24786.44,25094.55
pwgsc-tpsgc,2019-2020,24593.86,24630.61
ssc-spc,2019-2020,141248.17,139492.58
ssc-spc,2020-2021,50850.00,48764.86
ssc-spc,2021-2022,39866.40,37233.34
sshrc-crsh,2018-2019,14746.50,14957.63
tbs-sct,2018-2019,24408.00,24860.04
tc,2017-2018,14238.00,14630.36
tc,2019-2020,24408.00,24023.74
wage,2019-2020,24759.00,24505.93
wage,2020-2021,79569.00,75811.21
wage,2021-2022,35910.00,33589.46
