d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,281339.29,288539.71
2_professional_services,2018-2019,338395.79,343400.63
2_professional_services,2019-2020,505024.08,499664.69
2_professional_services,2020-2021,554752.44,526876.74
2_professional_services,2021-2022,629299.82,579387.67
3_information_technology,2017-2018,173636.42,177957.61
3_information_technology,2018-2019,115254.51,116943.43
3_information_technology,2019-2020,157665.22,156674.63
3_information_technology,2020-2021,36412.48,34616.26
9_human_capital,2017-2018,16272.00,16656.22
9_human_capital,2018-2019,22024.95,22299.20
9_human_capital,2019-2020,79121.09,78087.39
9_human_capital,2020-2021,95527.36,90805.39
9_human_capital,2021-2022,13560.00,12749.47
