d_most_recent_category,total,percentage
5_transportation_and_logistics,5262723.18,0.9236796260443016
6_industrial_products_and_services,288035.06,0.050554076840444745
11_defence,94455.11,0.01657815881418542
9_human_capital,52350.00,0.009188138301068165
