d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,15385.69,15791.31
11_defence,2018-2019,79069.42,80278.57
5_transportation_and_logistics,2017-2018,19754.32,20258.74
5_transportation_and_logistics,2018-2019,1654860.28,1674258.61
5_transportation_and_logistics,2019-2020,3055205.62,3029422.81
5_transportation_and_logistics,2021-2022,532902.97,0.00
6_industrial_products_and_services,2017-2018,21880.94,22457.80
6_industrial_products_and_services,2018-2019,54046.49,54666.81
6_industrial_products_and_services,2019-2020,129371.26,127761.20
6_industrial_products_and_services,2020-2021,62003.39,59184.24
6_industrial_products_and_services,2021-2022,20732.98,13433.68
9_human_capital,2020-2021,42000.00,39547.96
9_human_capital,2021-2022,10350.00,9585.85
