d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3315611.04,3384700.51
2018-2019,6680404.43,6759795.16
2019-2020,5932496.74,5922574.60
2020-2021,3519990.87,3384283.90
2021-2022,11346288.85,7559307.10
