d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1158639.04,1189798.09
2018-2019,1473621.40,1493902.99
2019-2020,1141272.48,1127491.17
2020-2021,726578.52,691893.67
2021-2022,1264041.93,1172781.38
