d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2018-2019,6856.44,6936.13
it_devices_equipment,2019-2020,13383.76,13356.08
it_other,2021-2022,7773.01,7075.29
it_other,2022-2023,15674.49,14089.78
it_software_licensing,2017-2018,931898.43,961294.08
it_software_licensing,2018-2019,1176018.90,1195654.86
it_software_licensing,2019-2020,911760.28,899293.41
it_software_licensing,2020-2021,711215.12,678751.38
it_software_licensing,2021-2022,1226552.13,1139268.93
it_software_licensing,2022-2023,3094149.00,2760833.31
