owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,53231.48,54791.99
aafc-aac,2019-2020,44253.65,44233.46
cas-satj,2019-2020,11300.00,11276.85
cbsa-asfc,2017-2018,1297048.04,1334785.36
cbsa-asfc,2018-2019,1306742.87,1322131.37
cbsa-asfc,2019-2020,124281.34,124371.21
cbsa-asfc,2020-2021,595550.40,580210.29
cbsa-asfc,2021-2022,850176.20,411524.42
ced-dec,2017-2018,30005.68,31043.27
cic,2020-2021,45207.13,44683.30
cra-arc,2020-2021,65626.57,63063.61
csc-scc,2017-2018,11161.08,11373.56
csc-scc,2018-2019,40710.96,41328.58
dfo-mpo,2018-2019,17246.25,17413.15
dfo-mpo,2019-2020,42592.21,42572.78
dfo-mpo,2020-2021,12713.72,12622.47
dfo-mpo,2021-2022,77617.74,54982.87
dnd-mdn,2018-2019,119830.54,121429.97
dnd-mdn,2019-2020,19771.81,19762.79
ec,2017-2018,331449.76,337239.28
esdc-edsc,2019-2020,10305.74,10319.87
esdc-edsc,2020-2021,322684.39,318009.12
esdc-edsc,2021-2022,26261.48,20354.54
ic,2020-2021,13057.97,12658.28
nrc-cnrc,2021-2022,13361.53,8480.57
osgg-bsgg,2018-2019,27685.00,27978.47
osgg-bsgg,2019-2020,26040.85,25969.93
pc,2017-2018,1149062.21,1181220.57
pc,2018-2019,1297821.77,1312978.89
pc,2019-2020,884254.57,882731.04
pc,2020-2021,98065.34,96374.59
pc,2021-2022,59850.43,38460.61
pch,2017-2018,11865.00,12077.24
phac-aspc,2018-2019,4138.08,4178.13
phac-aspc,2019-2020,11285.67,11280.52
ppsc-sppc,2020-2021,23641.65,22931.30
rcmp-grc,2017-2018,16127.99,16485.01
rcmp-grc,2018-2019,63648.29,64383.64
rcmp-grc,2019-2020,87609.04,87361.24
rcmp-grc,2020-2021,107887.04,105410.20
rcmp-grc,2021-2022,23097.45,20773.98
tc,2017-2018,39955.17,40641.49
tc,2020-2021,12501.81,12338.50
tc,2021-2022,36769.38,0.00
