d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2939906.40,3019657.77
2018-2019,2877823.76,2911822.19
2019-2020,1261694.88,1259879.70
2020-2021,1296936.02,1268301.65
2021-2022,1087134.21,554576.98
