normalized_vendor_name,original_vendor_name
PATTISON SIGN GROUP,ENSEIGNES PATTISON SIGN GROUP
PATTISON SIGN GROUP,PATTISON SIGNS
PATTISON SIGN GROUP,Pattison Signs
PATTISON SIGN GROUP,PATTISON SIGNS GROUP
PATTISON SIGN GROUP,Enseignes Pattison Sign Group
PATTISON SIGN GROUP,PATTISON SIGN
PATTISON SIGN GROUP,Pattison Sign
PATTISON SIGN GROUP,ENSEIGNES PATTISON
PATTISON SIGN GROUP,PATTISON OUTDOOR ADVERTISING
PATTISON SIGN GROUP,Enseignes Pattison
PATTISON SIGN GROUP,Enseignes Pattison sign group
PATTISON SIGN GROUP,Pattison Outdoor Advertising LP
PATTISON SIGN GROUP,PATTISON SIGNS LTD.
PATTISON SIGN GROUP,PATTISON SIGN CROUP
